170,860001;106,989998;-129,990005
166,699997;91,419998;-131,669998
170,860001;106,989998;-129,990005
166,699997;91,419998;-131,669998
164,110001;81,360001;-132,690002
166,699997;91,419998;-131,669998
164,110001;81,360001;-132,690002
158,339996;57,299999;-135,490005
157,750000;55,139999;-135,570007
158,339996;57,299999;-135,490005
157,750000;55,139999;-135,570007
152,789993;32,400002;-138,880005
152,300003;30,740000;-140,020004
152,789993;32,400002;-138,880005
151,610001;29,370001;-139,679993
150,050003;22,930000;-140,500000
149,559998;19,330000;-141,880005
148,070007;11,130000;-144,000000
147,649994;3,830000;-145,259995
146,399994;2,310000;-146,100006
145,460007;-3,080000;-147,389999
144,139999;-11,470000;-149,300003
143,110001;-18,879999;-150,970001
142,600006;-22,670000;-151,880005
141,740005;-29,860001;-153,490005
140,009995;-43,029999;-155,320007
138,899994;-46,480000;-154,929993
138,070007;-48,490002;-154,250000
136,300003;-53,150002;-151,389999
134,479996;-56,279999;-148,149994
128,460007;-60,310001;-135,440002
126,239998;-51,099998;-124,470001
126,269997;-47,910000;-122,800003
127,519997;-48,209999;-122,199997
127,389999;-41,869999;-121,989998
129,009995;-31,600000;-122,040001
129,470001;-27,510000;-121,500000
129,850006;-20,280001;-122,599998
132,460007;-12,050000;-126,250000
132,869995;-6,900000;-126,879997
